code_pra,ratio,valeur
05231,r1_sau_surf,0.728808557293069
05457,r1_sau_surf,0.49449080448446203
05459,r1_sau_surf,0.42434608130364143
19403,r1_sau_surf,0.5764721135718663
05232,r1_sau_surf,0.6213397269078514
10317,r1_sau_surf,0.8355401484412208
10318,r1_sau_surf,0.5295314081645904
10319,r1_sau_surf,0.5782231006965078
05236,r1_sau_surf,0.7410796934704068
15164,r1_sau_surf,0.3906620789782842
15417,r1_sau_surf,0.7597040693798119
15418,r1_sau_surf,0.5940067131697755
05237,r1_sau_surf,0.5837255324367521
05239,r1_sau_surf,0.4654211745031613
05461,r1_sau_surf,0.36541227459706627
07169,r1_sau_surf,0.6544752170257264
07423,r1_sau_surf,0.552029119860628
07424,r1_sau_surf,0.5960454939557949
10014,r1_sau_surf,0.6778856076107397
10015,r1_sau_surf,0.58846433937289
10019,r1_sau_surf,0.5323562519186268
10020,r1_sau_surf,0.5665904788970781
10335,r1_sau_surf,0.7980959401184187
11391,r1_sau_surf,0.6738555810940096
11392,r1_sau_surf,0.6074672346557819
11413,r1_sau_surf,0.2734611764746998
11470,r1_sau_surf,0.32056996318324776
11471,r1_sau_surf,0.3915671795281817
12161,r1_sau_surf,0.5506833832762621
12162,r1_sau_surf,0.7672172794670389
12397,r1_sau_surf,0.5270127709132111
12407,r1_sau_surf,0.49339662762870024
12409,r1_sau_surf,0.6632323712895873
12411,r1_sau_surf,0.6074242419434199
12412,r1_sau_surf,0.46591718024167206
12419,r1_sau_surf,0.6880269324743215
13244,r1_sau_surf,0.5118965705797326
13246,r1_sau_surf,0.4721617237790886
13466,r1_sau_surf,0.33228737684863857
13467,r1_sau_surf,0.33501818619050105
13469,r1_sau_surf,0.09093356276787504
15163,r1_sau_surf,0.6582398671152325
15419,r1_sau_surf,0.669749103025407
15420,r1_sau_surf,0.6756204979692089
15421,r1_sau_surf,0.44748957701438064
15433,r1_sau_surf,0.45455955105351464
19420,r1_sau_surf,0.45207140702019755
21204,r1_sau_surf,0.509153361591154
21311,r1_sau_surf,0.44778194038180413
16371,r1_sau_surf,0.8577651831994211
16372,r1_sau_surf,0.7751411299554329
21312,r1_sau_surf,0.6523649653369078
18437,r1_sau_surf,0.7454102313355705
21322,r1_sau_surf,0.5871032189208921
21440,r1_sau_surf,0.5834340733297441
21441,r1_sau_surf,0.3876232888561187
21442,r1_sau_surf,0.662709109462954
21443,r1_sau_surf,0.46894763998382843
22358,r1_sau_surf,0.5269749858480632
22359,r1_sau_surf,0.6430391170237185
22360,r1_sau_surf,0.6394201440681931
22361,r1_sau_surf,0.5689815284155217
23431,r1_sau_surf,0.5759903628072828
23432,r1_sau_surf,0.39779452495877715
23437,r1_sau_surf,0.7156609428856926
24158,r1_sau_surf,0.47582055543020013
24394,r1_sau_surf,0.3549210144102389
24401,r1_sau_surf,0.4204125391996628
24403,r1_sau_surf,0.27357594243888167
24404,r1_sau_surf,0.23991430880751535
24405,r1_sau_surf,0.19085513124973738
24406,r1_sau_surf,0.2350722976938847
24432,r1_sau_surf,0.4124673544399254
25447,r1_sau_surf,0.35731721818096895
25449,r1_sau_surf,0.3504902351606304
25450,r1_sau_surf,0.4583162293454192
25452,r1_sau_surf,0.5124556643318862
26221,r1_sau_surf,0.25091740176152005
26461,r1_sau_surf,0.6209107997354281
26241,r1_sau_surf,0.5016796827232304
27050,r1_sau_surf,0.5484460304171236
27330,r1_sau_surf,0.7371747898992339
29100,r1_sau_surf,0.4239851500293648
33120,r1_sau_surf,0.5589916058561384
